"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"6891","동물병원","02_03_01_P","5050000","505000001020210002","2021-12-13","","01","영업/정상","0000","정상","","","","","054-727-2475","0","","경상북도 경주시 성동동 188-10","경상북도 경주시 알천남로 130(성동동)","38138","경주동물메디컬센터","2022-07-01 09:08:54","U","2022-07-03 02:40:00","","400089.938476113","263627.123260883","동물병원","","000","0",
"6892","동물병원","02_03_01_P","4910000","491000001020210001","2021-12-15","","01","영업/정상","0000","정상","","","","","","132.54","","전라남도 장흥군 장흥읍 우산리 18-7","전라남도 장흥군 장흥읍 우드랜드길 175-8","59337","숲속의 동물병원","2022-03-26 12:23:18","U","2022-03-29 02:40:00","","193908.215574041","130272.91993983","동물병원","","000","0",
"6893","동물병원","02_03_01_P","3660000","366000001020210002","2021-12-16","","01","영업/정상","0000","정상","","","","","042-710-1502","0","","대전광역시 서구 도안동 1789","대전광역시 서구 계백로 1159, 1층 (도안동)","35368","24시도안동물메디컬센터","2022-06-16 13:51:03","U","2022-06-18 02:40:00","","231527.199678779","311666.138801462","동물병원","","000","0",
"6894","동물병원","02_03_01_P","5540000","554000001020220001","2022-01-14","","01","영업/정상","0000","정상","","","","","","","","경기도 광주시 장지동 83-13","경기도 광주시 순암로 54, 1층 2호 (장지동)","12777","시민동물병원","2022-01-14 09:48:51","I","2022-01-16 00:22:49","","221469.0145978","432556.494372953","동물병원","","000","0",
"6895","동물병원","02_03_01_P","5350000","535000001020220001","2022-01-14","","01","영업/정상","0000","정상","","","","","","","","경상남도 김해시 대청동 322-2 울트라상가","경상남도 김해시 계동로102번길 27, 울트라상가 143호 (대청동)","50993","울트라 동물병원","2022-01-14 10:01:28","I","2022-01-16 00:22:49","","363594.762821249","188925.95226324","동물병원","","000","0",
"6896","동물병원","02_03_01_P","3450000","345000001020220001","2022-01-05","","01","영업/정상","0000","정상","","","","","0533810044","","","대구광역시 북구 산격동 1816","대구광역시 북구 유통단지로8길 120-13(산격동)","41516","우일축산 AH","2022-01-05 11:46:23","I","2022-01-07 00:22:51","","345993.750889291","268599.526532945","동물병원","","000","0",
"6897","동물병원","02_03_01_P","4260000","426000001020210001","2021-12-16","","01","영업/정상","0000","정상","","","","","","0","","강원도 횡성군 둔내면 영랑리 356-22","강원도 횡성군 둔내면 강변로 679-3","25267","중부동물병원약품","2021-12-30 09:35:04","U","2022-01-01 02:40:00","","305376.496185563","441149.232467118","동물병원","","000","0",
"6898","동물병원","02_03_01_P","4050000","563000001020210003","2021-12-14","","01","영업/정상","0000","정상","","","","","031-213-7572","115.69","","경기도 용인시 기흥구 영덕동 994-10 1층","경기도 용인시 기흥구 흥덕2로75번길 25-3, 1층 (영덕동)","16954","동물병원 이음","2021-12-15 08:58:23","I","2021-12-17 00:22:42","","206262.297501423","419126.999392824","동물병원","","000","0",
"6899","동물병원","02_03_01_P","3410000","341000001020220001","2022-01-14","","01","영업/정상","0000","정상","","","","","423-8275","","","대구광역시 중구 대봉동 195-31","대구광역시 중구 명덕로 315, 1층 (대봉동)","41953","대구동물심장내과","2022-01-28 15:04:37","U","2022-01-30 02:40:00","","344888.793857757","262881.845015451","동물병원","","000","0",
"6900","동물병원","02_03_01_P","4970000","497000001020210003","2021-12-27","","01","영업/정상","0000","정상","","","","","","64.79","","전라남도 영광군 영광읍 도동리 263-1 1호","전라남도 영광군 영광읍 중앙로5길 2, 1층","57046","한솔동물병원","2022-12-30 13:22:11","U","2023-01-01 02:40:00","","155549.939199665","197511.644065845","동물병원","","000","0",
"6901","동물병원","02_03_01_P","5690000","569000001020210002","2021-12-27","","01","영업/정상","0000","정상","","","","","","","","세종특별자치시 나성동 764 갤러리밸류시티","세종특별자치시 한누리대로 288, 109호 (나성동, 갤러리밸류시티)","30128","나성펫동물병원","2021-12-27 10:25:12","I","2021-12-29 00:22:42","","222964.688553739","332133.13669008","동물병원","","000","0",
"6902","동물병원","02_03_01_P","5210000","521000001020210002","2021-12-24","","01","영업/정상","0000","정상","","","","","054-931-7582","189.84","","경상북도 성주군 성주읍 예산리 860","경상북도 성주군 성주읍 성주순환로2길 41, 1층","40021","마음편한동물메디컬센터","2023-02-23 10:29:27","U","2023-02-25 02:40:00","","315648.505155019","270054.155588463","동물병원","","000","0",
"6903","동물병원","02_03_01_P","3220000","322000001020210009","2021-12-31","","01","영업/정상","0000","정상","","","","","02-423-5755","0","","서울특별시 강남구 일원동 743 디에이치 자이 개포","서울특별시 강남구 영동대로 22, 5동 2층 518~519호 (일원동, 디에이치 자이 개포)","06346","나리울동물병원","2022-12-27 16:27:28","U","2022-12-29 02:40:00","","206573.648227777","443195.189239438","동물병원","","000","0",
"6904","동물병원","02_03_01_P","3180000","318000001020220001","2022-01-06","","01","영업/정상","0000","정상","","","","","02-3667-7780","","","서울특별시 영등포구 영등포동4가 151-11","서울특별시 영등포구 영등포로 184, 1층 (영등포동4가)","07301","뉴욕동물병원","2022-01-06 17:27:52","I","2022-01-08 00:22:40","","191244.350108797","446448.776239688","동물병원","","000","0",
"6905","동물병원","02_03_01_P","3230000","323000001020220001","2022-01-25","","01","영업/정상","0000","정상","","","","","02-415-7555","0","","서울특별시 송파구 방이동 115-4 금천빌딩","서울특별시 송파구 오금로 185, 금천빌딩 1층 (방이동)","05642","송파 마리동물병원","2022-12-05 17:00:38","U","2022-12-07 02:40:00","","210092.736422553","445214.179933705","동물병원","","000","0",
"6906","동물병원","02_03_01_P","3230000","323000001020220002","2022-01-25","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 송파구 송파동 122-7","서울특별시 송파구 가락로 169, B01(지하)호 (송파동)","05664","서울송파 동물병원","2022-12-05 17:01:59","U","2022-12-07 02:40:00","","209999.117811662","444657.925461296","동물병원","","000","0",
"6907","동물병원","02_03_01_P","3210000","321000001020210002","2021-12-24","","01","영업/정상","0000","정상","","","","","02-595-7588","102.47","","서울특별시 서초구 방배동 755-5 오릭스오피스텔 202호","서울특별시 서초구 방배중앙로 198, 오릭스오피스텔 202호 (방배동)","06552","몽마르뜨 동물병원","2021-12-24 16:28:24","I","2021-12-26 00:22:52","","198660.616347373","443855.573402136","동물병원","","000","0",
"6908","동물병원","02_03_01_P","3780000","378000001020230001","2023-04-30","","01","영업/정상","0000","정상","","","","","749-7557","","","경기도 성남시 중원구 상대원동 2316","경기도 성남시 중원구 금상로 72, 1층 (상대원동)","13232","정동물병원","2023-04-30 18:04:53","I","2023-05-02 00:20:02","","214414.730766097","437683.265009098","동물병원","","000","0",
"6909","동물병원","02_03_01_P","3990000","399000001020230001","2023-04-28","","01","영업/정상","0000","정상","","","","","031-522-6675","158.88","","경기도 남양주시 다산동 6060 리더스퀘어 303,4호","경기도 남양주시 다산중앙로123번길 22-8, 리더스퀘어 303,304호 (다산동)","12248","스텔라동물의료센터","2023-04-28 17:45:44","I","2023-04-30 00:20:04","","213261.027634004","458003.084933955","동물병원","","000","0",
"6910","동물병원","02_03_01_P","4490000","565000001020230001","2023-04-03","","01","영업/정상","0000","정상","","","","","041-552-7599","0","","충청남도 천안시 동남구 청당동 127-36","충청남도 천안시 동남구 청당5로 36, 2층 201-202호 (청당동)","31211","청당동물의료센터","2023-04-05 11:51:46","U","2023-04-07 02:40:00","","213560.505993968","364338.088412272","동물병원","","000","0",
"6911","동물병원","02_03_01_P","5470000","547000001020230001","2023-05-09","","01","영업/정상","0000","정상","","","","","055-943-3998","96.9","","경상남도 거창군 거창읍 대동리 984-2","경상남도 거창군 거창읍 소만1길 15-19, 1층","50135","보경동물병원","2023-05-09 09:27:14","I","2023-05-11 00:19:54","","283208.495957009","244020.885188028","동물병원","","000","0",
"6912","동물병원","02_03_01_P","5710000","572500001020230001","2023-04-24","","01","영업/정상","0000","정상","","","","","","","","충청북도 청주시 서원구 개신동 307","충청북도 청주시 서원구 성봉로 174, 2층 (개신동)","28645","메이동물병원","2023-05-15 13:36:19","U","2023-05-17 02:40:00","","240283.64138963","346729.122763977","동물병원","","000","0",
"6913","동물병원","02_03_01_P","3060000","306000001020230001","2023-04-09","","01","영업/정상","0000","정상","","","","","070-8660-0904","455.22","","서울특별시 중랑구 면목동 146-75","서울특별시 중랑구 동일로 640, 2층, 3층 (면목동)","02140","로얄동물메디컬센터 본원","2023-04-09 14:45:39","I","2023-04-11 00:20:27","","207017.81527047","453914.639780644","동물병원","","000","0",
"6914","동물병원","02_03_01_P","5440000","544000001020230001","2023-04-14","","01","영업/정상","0000","정상","","","","","","9","","경상남도 하동군 진교면 진교리 1-2","경상남도 하동군 진교면 경충로 1099","52344","힘찬동물병원","2023-04-14 10:52:20","I","2023-04-16 00:20:24","","282491.572604447","170647.853237584","동물병원","","000","0",
"6915","동물병원","02_03_01_P","3620000","362000001020230003","2023-04-10","","01","영업/정상","0000","정상","","","","","062-224-7582","99.84","","광주광역시 북구 오치동 1028-27 1층","광주광역시 북구 서하로 319-1, 1층 (오치동)","61124","더엘동물의료센터","2023-04-10 10:26:51","I","2023-04-12 00:20:19","","192235.320008497","187547.250035065","동물병원","","000","0",
"6916","동물병원","02_03_01_P","4980000","498000001020230001","2023-04-14","","01","영업/정상","0000","정상","","","","","","43.2","","전라남도 장성군 장성읍 기산리 478-50","전라남도 장성군 장성읍 역전로 142","57220","발편한동물병원","2023-04-14 10:00:18","I","2023-04-16 00:20:24","","180038.346186745","200636.282708085","동물병원","","000","0",
"6917","동물병원","02_03_01_P","5240000","524000001020230001","2023-05-02","","01","영업/정상","0000","정상","","","","","","96.63","","경상북도 봉화군 춘양면 서벽리 1700","경상북도 봉화군 춘양면 춘양로 1472-110","36209","춘양동물병원(출장진료전문)","2023-05-02 16:58:38","I","2023-05-04 00:20:00","","362848.560937232","391726.232627327","동물병원","","000","0",
"6918","동물병원","02_03_01_P","4600000","460000001020230001","2023-05-02","","01","영업/정상","0000","정상","","","","","","","","충청남도 홍성군 홍성읍 옥암리 1119","충청남도 홍성군 홍성읍 온천1길 30","32244","한울산업동물병원","2023-05-02 16:08:24","I","2023-05-04 00:20:00","","168307.786690138","343422.053518534","동물병원","","000","0",
"6919","동물병원","02_03_01_P","3150000","315000001020230001","2023-05-30","","01","영업/정상","0000","정상","","","","","0507-1400-5611","","","서울특별시 강서구 마곡동 800-5","서울특별시 강서구 공항대로 228, 2층 201,202,203,211,212호 (마곡동)","07806","율동물의료센터","2023-05-30 14:14:33","I","2023-06-01 00:19:36","","185148.900294753","450719.380288227","동물병원","","000","0",
"6920","동물병원","02_03_01_P","3140000","314000001020230004","2023-05-30","","01","영업/정상","0000","정상","","","","","","54.04","","서울특별시 양천구 목동 917-6 중소기업유통센터(행복한백화점)","서울특별시 양천구 목동동로 309, 중소기업유통센터(행복한백화점) 지하2층 (목동)","07997","펫사랑동물병원","2023-05-30 10:53:56","I","2023-06-01 00:19:36","","188977.171050288","447466.355031447","동물병원","","000","0",
"6921","동물병원","02_03_01_P","3860000","386000001020230001","2023-04-19","","01","영업/정상","0000","정상","","","","","032-719-7939","","","경기도 부천시 중동 1106 위브더스테이트","경기도 부천시 신흥로 190, 위브더스테이트 1단지 202,203,204호 (중동)","14549","해든고양이병원","2023-05-17 10:16:22","U","2023-05-19 02:40:00","","180230.147459412","444378.254519656","동물병원","","000","0",
"6922","동물병원","02_03_01_P","3360000","336000001020230001","2023-05-04","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 강서구 명지동 3455-6","부산광역시 강서구 명지국제6로232번길 14-8, 1층 (명지동)","46772","테디펫닥터동물병원","2023-05-04 16:05:04","I","2023-05-07 00:20:08","","375325.187106334","179093.406392957","동물병원","","000","0",
"6923","동물병원","02_03_01_P","4090000","409000001020230002","2023-05-30","","01","영업/정상","0000","정상","","","","","","","","경기도 김포시 운양동 1338-8","경기도 김포시 모담공원로 131, 1층 (운양동)","10078","한강동물메디컬센터","2023-05-30 16:33:45","I","2023-06-01 00:19:36","","172832.705967814","460905.5398963","동물병원","","000","0",
"6924","동물병원","02_03_01_P","5470000","547000001020230005","2023-05-17","","01","영업/정상","0000","정상","","","","","","83.36","","경상남도 거창군 거창읍 김천리 54","경상남도 거창군 거창읍 거함대로4길 59, 2층","50144","강우동물병원","2023-05-17 15:43:32","I","2023-05-20 00:19:47","","282677.944286655","242928.630443906","동물병원","","000","0",
"6925","동물병원","02_03_01_P","4910000","491000001020230001","2023-05-30","","01","영업/정상","0000","정상","","","","","","","","전라남도 장흥군 장흥읍 건산리 670 수창상가 101호","전라남도 장흥군 장흥읍 북부로 39, 1층 101호 (수창아트빌아파트)","59320","대성동물병원","2023-05-30 17:49:18","I","2023-06-01 00:19:36","","191418.875839316","131920.95386555","동물병원","","000","0",
"6926","동물병원","02_03_01_P","5100000","510000001020230001","2023-04-19","","01","영업/정상","0000","정상","","","","","054-335-0896","300","","경상북도 영천시 금호읍 신월리 220-5","경상북도 영천시 금호읍 금호로 360-22","38874","한국동물병원","2023-04-19 17:48:50","I","2023-04-21 00:20:20","","371192.023129767","272594.454766739","동물병원","","000","0",
"6927","동물병원","02_03_01_P","3990000","399000001020230002","2023-05-18","","01","영업/정상","0000","정상","","","","","031-575-8275","244.73","","경기도 남양주시 진접읍 금곡리 1042 엠타워 201호","경기도 남양주시 진접읍 해밀예당1로 220, 엠타워 201호","12059","24시 공감365동물의료센터","2023-05-18 15:18:13","I","2023-05-20 00:19:47","","217778.358641152","468642.326585464","동물병원","","000","0",
"6928","동물병원","02_03_01_P","3940000","394000001020230003","2023-04-21","","01","영업/정상","0000","정상","","","","","","49.73","","경기도 고양시 일산동구 장항동 756-5 트루엘 파크스테이","경기도 고양시 일산동구 중앙로1275번길 60-17, 트루엘 파크스테이 319, 320호 (장항동)","10401","행복한 동물병원","2023-04-24 14:02:02","U","2023-04-26 02:40:00","","179467.697430072","461917.865631792","동물병원","","000","0",
"6929","동물병원","02_03_01_P","3180000","318000001020230001","2023-04-17","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 영등포구 문래동3가 77-45","서울특별시 영등포구 선유로 52, 1층 우측호 (문래동3가)","07295","김앤정동물병원","2023-04-24 15:47:29","U","2023-04-26 02:40:00","","190148.374147923","446256.213232429","동물병원","","000","0",
"6930","동물병원","02_03_01_P","5470000","547000001020230004","2023-05-11","","01","영업/정상","0000","정상","","","","","","13","","경상남도 거창군 거창읍 대동리 163-6","경상남도 거창군 거창읍 거열로 235","50127","조은동물병원","2023-05-22 13:39:57","U","2023-05-24 02:40:00","","283038.350217446","244072.45683312","동물병원","","000","0",
"6931","동물병원","02_03_01_P","4830000","483000001020230001","2023-04-17","","01","영업/정상","0000","정상","","","","","","36","","전라남도 나주시 빛가람동 114 빛가람 중흥S-CLASS센트럴2차 상가동 243동 124호","전라남도 나주시 우정로 103, 빛가람 중흥S-CLASS센트럴2차 상가동 243동 124호 (빛가람동)","58217","동산동물병원","2023-04-17 16:05:05","I","2023-04-19 00:20:32","","180884.825468578","169546.397560625","동물병원","","000","0",
"6932","동물병원","02_03_01_P","5470000","547000001020230003","2023-05-11","","01","영업/정상","0000","정상","","","","","","30.42","","경상남도 거창군 거창읍 송정리 1097 거창푸르지오상가 303호","경상남도 거창군 거창읍 송정2길 33, 3층 303호 (거창푸르지오)","50142","상동물병원","2023-05-11 09:30:42","I","2023-05-13 00:20:06","","281414.722488724","242763.52572463","동물병원","","000","0",
"6933","동물병원","02_03_01_P","5580000","558000001020230001","2023-05-10","","01","영업/정상","0000","정상","","","","","","267","","충청남도 계룡시 금암동 72-4 반석빌딩","충청남도 계룡시 계룡대로 245, 반석빌딩 1층 (금암동)","32827","주동물병원","2023-05-10 13:30:40","I","2023-05-13 00:20:06","","223241.298303936","307571.224960624","동물병원","","000","0",
"6934","동물병원","02_03_01_P","3740000","374000001020230004","2023-05-10","","01","영업/정상","0000","정상","","","","","0312020119","","","경기도 수원시 영통구 영통동 979-4","경기도 수원시 영통구 덕영대로 1509, 2(일부)층 (영통동)","16698","권앤정 동물외과병원","2023-05-10 19:23:41","I","2023-05-13 00:20:06","","204893.089110681","416027.58740846","동물병원","","000","0",
"6935","동물병원","02_03_01_P","4430000","443000001020230001","2023-04-17","","01","영업/정상","0000","정상","","","","","043-732-7579","169.85","","충청북도 옥천군 옥천읍 삼양리 200-28 메이플 동물병원","충청북도 옥천군 옥천읍 삼양로 40, 메이플 동물병원","29033","메이플동물병원","2023-04-20 13:51:33","U","2023-04-23 02:40:00","","250771.407940531","311888.385934489","동물병원","","000","0",
"6936","동물병원","02_03_01_P","5360000","536000001020230001","2023-05-10","","01","영업/정상","0000","정상","","","","","","0","","경상남도 밀양시 교동 819-5","경상남도 밀양시 밀양대로 2109, 3층 (교동)","50420","나와소동물병원","2023-05-10 09:27:45","I","2023-05-12 00:19:53","","359045.465180618","224112.603646939","동물병원","","000","0",
"6937","동물병원","02_03_01_P","5700000","570000001020230004","2023-04-05","","01","영업/정상","0000","정상","","","","","","296.4","","경기도 여주시 하동 436-2","경기도 여주시 청심로 50, 2층 201호 (하동)","12618","블루축산동물병원","2023-04-05 16:50:22","I","2023-04-07 00:20:23","","255437.021272673","422274.723931218","동물병원","","000","0",
"6938","동물병원","02_03_01_P","4550000","455000001020230001","2023-04-05","","01","영업/정상","0000","정상","","","","","","30.96","","충청남도 금산군 금산읍 상옥리 115","충청남도 금산군 금산읍 비단로 59","32746","제일동물병원","2023-04-05 15:45:50","I","2023-04-07 00:20:23","","243792.89024174","288869.863441977","동물병원","","000","0",
"6939","동물병원","02_03_01_P","5470000","547000001020230002","2023-05-10","","01","영업/정상","0000","정상","","","","","","200.66","","경상남도 거창군 거창읍 김천리 365-10 세종약국","경상남도 거창군 거창읍 수남로 2287","50143","아림동물병원","2023-05-10 10:45:53","I","2023-05-12 00:19:53","","","","동물병원","","000","0",
"6940","동물병원","02_03_01_P","3910000","391000001020230003","2023-04-13","","01","영업/정상","0000","정상","","","","","","","","경기도 평택시 팽성읍 안정리 68-6","경기도 평택시 팽성읍 신흥북로49번길 34, B1층 4호","17977","이삭동물병원","2023-04-13 13:12:54","I","2023-04-15 00:20:20","","204111.48752525","384874.876780816","동물병원","","000","0",
"6941","동물병원","02_03_01_P","4050000","563000001020230001","2023-04-13","","01","영업/정상","0000","정상","","","","","031-275-8080","70.2","","경기도 용인시 기흥구 언남동 412-2 (주)시간과공간","경기도 용인시 기흥구 구성로 88, (주)시간과공간 1층 102~103호 (언남동)","16919","동물병원 감동","2023-04-13 17:52:13","I","2023-04-15 00:20:20","","210477.031591564","421360.498868516","동물병원","","000","0",
"6942","동물병원","02_03_01_P","5530000","553000001020230003","2023-05-03","","01","영업/정상","0000","정상","","","","","031-378-7575","0","","경기도 화성시 송동 694 동탄린스트라우스더레이크 214호","경기도 화성시 동탄대로 181, 판매시설A동 214~216호 (송동, 동탄린스트라우스더레이크)","18497","이루동물병원","2023-05-11 14:32:40","U","2023-05-13 02:40:00","","209253.387443815","407725.114639407","동물병원","","000","0",
"6943","동물병원","02_03_01_P","4720000","472000001020230001","2023-04-13","","01","영업/정상","0000","정상","","","","","","65","","전라북도 완주군 고산면 읍내리 547-8","전라북도 완주군 고산면 고산로 120, 1층","55311","푸르메 동물병원","2023-04-13 14:25:50","I","2023-04-15 00:20:20","","218856.326556774","274905.903136408","동물병원","","000","0",
"6944","동물병원","02_03_01_P","5530000","553000001020230004","2023-05-03","","01","영업/정상","0000","정상","","","","","031-373-0575","","","경기도 화성시 오산동 973 동탄역 반도유보라 아이비파크 8.0 207동 E025호","경기도 화성시 동탄광역환승로 73, 207동 1층 E025호 (오산동, 동탄역 반도유보라 아이비파크 8.0)","18479","여울동물병원","2023-05-11 14:11:48","U","2023-05-13 02:40:00","","207987.268517449","411169.459964605","동물병원","","000","0",
"6945","동물병원","02_03_01_P","5480000","548000001020230001","2023-05-24","","01","영업/정상","0000","정상","","","","","","30","","경상남도 합천군 합천읍 합천리 867","경상남도 합천군 합천읍 문화로 55","50237","기쁨 동물병원","2023-05-24 10:03:09","I","2023-05-26 00:20:27","","305080.821880674","229646.688066858","동물병원","","000","0",
"6946","동물병원","02_03_01_P","3590000","359000001020230001","2023-05-24","","01","영업/정상","0000","정상","","","","","062-226-0075","144","","광주광역시 동구 계림동 250-68","광주광역시 동구 중앙로290번길 2, 1층 (계림동)","61413","모던동물병원","2023-05-26 16:10:58","U","2023-05-28 02:40:00","","192716.928450047","184264.431297295","동물병원","","000","0",
"6947","동물병원","02_03_01_P","5700000","570000001020230003","2023-04-04","","01","영업/정상","0000","정상","","","","","","56","","경기도 여주시 홍문동 391-1","경기도 여주시 세종로 163, 103호 (홍문동)","12633","카카오 동물병원","2023-04-04 15:13:55","I","2023-04-06 00:20:24","","256320.514248246","420356.703046776","동물병원","","000","0",
"6948","동물병원","02_03_01_P","4490000","565000001020230002","2023-04-05","","01","영업/정상","0000","정상","","","","","041-572-7577","","","충청남도 천안시 동남구 신방동 1-7","충청남도 천안시 동남구 서부대로 285, 1층 106호 (신방동)","31176","내안에 동물병원","2023-04-21 10:44:07","U","2023-04-23 02:40:00","","211366.188606695","365788.038800854","동물병원","","000","0",
"6949","동물병원","02_03_01_P","4350000","435000001020230001","2023-05-12","","01","영업/정상","0000","정상","","","","","033-943-9949","153.01","","강원도 양양군 양양읍 구교리 192-3","강원도 양양군 양양읍 성안길 27","25023","라온동물병원","2023-05-12 16:17:40","I","2023-05-14 00:19:51","","341943.122025739","509562.199876788","동물병원","","000","0",
"6950","동물병원","02_03_01_P","5110000","511000001020230001","2023-05-12","","01","영업/정상","0000","정상","","","","","","31.2","","경상북도 상주시 화서면 신봉리 156-7","경상북도 상주시 화서면 화령로 13, 1층 3호","37139","수현동물병원","2023-05-12 21:11:19","I","2023-05-14 00:19:51","","284962.989690666","327428.355608017","동물병원","","000","0",
"6951","동물병원","02_03_01_P","5680000","568000001020230001","2023-04-18","","01","영업/정상","0000","정상","","","","","041-355-2008","","","충청남도 당진시 수청동 1022","충청남도 당진시 시청2로 6-11, 1층 102호 (수청동)","31774","어썸펫동물병원","2023-04-18 09:24:32","I","2023-04-20 00:20:21","","168146.554684939","376610.176957126","동물병원","","000","0",
"6952","동물병원","02_03_01_P","3100000","310000001020230001","2023-05-12","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 노원구 중계동 506 브라운스톤중계","서울특별시 노원구 동일로203가길 29, 263,264,265호 (중계동, 브라운스톤중계)","01779","베리굿동물병원","2023-05-12 10:36:34","I","2023-05-14 00:19:51","","205601.926027171","459732.128595514","동물병원","","000","0",
"6953","동물병원","02_03_01_P","3560000","356000001020230001","2023-05-08","","01","영업/정상","0000","정상","","","","","032-205-0279","0","","인천광역시 서구 가정동 645-1 301호","인천광역시 서구 봉오재3로 120, 301,302호 (가정동)","22883","이영수 고양이 병원","2023-05-08 09:36:54","I","2023-05-10 00:19:55","","171036.846989089","447258.887897062","동물병원","","000","0",
"6954","동물병원","02_03_01_P","4710000","471000001020230002","2023-04-11","","01","영업/정상","0000","정상","","","","","063-542-9765","102","","전라북도 김제시 황산동 643-11","전라북도 김제시 봉남로 984 (황산동)","54362","소앤소동물병원(출장전문)","2023-04-11 08:54:52","I","2023-04-13 00:20:18","","192229.078209299","253810.237907041","동물병원","","000","0",
"6955","동물병원","02_03_01_P","6510000","651000001020230001","2023-04-18","","01","영업/정상","0000","정상","","","","","064-805-7585","","","제주특별자치도 제주시 아라일동 2476","제주특별자치도 제주시 연북로 556, 1층 (아라일동)","63236","힘찬동물메디컬센터","2023-04-27 11:39:12","U","2023-04-29 02:40:00","","157085.528442793","-1014.54857698081","동물병원","","000","0",
"6956","동물병원","02_03_01_P","5080000","508000001020230001","2023-05-22","","01","영업/정상","0000","정상","","","","","","154.85","","경상북도 구미시 선산읍 이문리 647-1","경상북도 구미시 선산읍 선주로 16-7, 1층","39131","위드동물병원","2023-05-22 09:50:25","I","2023-05-24 00:20:33","","316171.083349443","305112.835439327","동물병원","","000","0",
"6957","동물병원","02_03_01_P","6510000","651000001020230002","2023-04-18","","01","영업/정상","0000","정상","","","","","064-753-7575","","","제주특별자치도 제주시 아라일동 6114-14","제주특별자치도 제주시 인다6길 45, 1층 101호 (아라일동)","63247","아라i동물병원","2023-04-28 09:29:19","U","2023-04-30 02:40:00","","157912.262859647","-2262.96394674174","동물병원","","000","0",
"6958","동물병원","02_03_01_P","5160000","516000001020230001","2023-05-01","","01","영업/정상","0000","정상","","","","","054-873-1195","682.2","","경상북도 청송군 진보면 각산리 226","경상북도 청송군 진보면 진보로 264","37404","청송영양축협 동물병원","2023-05-01 11:59:23","I","2023-05-03 00:20:01","","384382.380216232","338739.351354417","동물병원","","000","0",
"6959","동물병원","02_03_01_P","3560000","356000001020230002","2023-05-26","","01","영업/정상","0000","정상","","","","","032-579-7582","101","","인천광역시 서구 가정동 0 루원시티2차 SK Leaders' VIEW 302동 B121호","인천광역시 서구 봉오대로 270, 302동 B121호 (가정동, 루원시티2차 SK Leaders' VIEW)","22776","루원 센트럴 동물의료센터","2023-05-26 13:40:43","I","2023-05-28 00:19:40","","","","동물병원","","000","0",
"6960","동물병원","02_03_01_P","3560000","356000001020230003","2023-05-26","","01","영업/정상","0000","정상","","","","","032-579-7582","101","","인천광역시 서구 가정동 0 루원시티2차 SK Leaders' VIEW 302동 B121호","인천광역시 서구 봉오대로 270, 302동 B121호 (가정동, 루원시티2차 SK Leaders' VIEW)","22776","루원 센트럴 동물의료센터","2023-05-26 13:40:57","I","2023-05-28 00:19:40","","","","동물병원","","000","0",
"6961","동물병원","02_03_01_P","3230000","323000001020230002","2023-04-12","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 송파구 방이동 108-7","서울특별시 송파구 오금로 147, 1층 (방이동)","05550","샤인아이안과동물병원","2023-04-13 10:18:38","I","2023-04-14 00:20:33","","209787.947726029","445412.46295026","동물병원","","000","0",
"6962","동물병원","02_03_01_P","3740000","374000001020230005","2023-05-23","","01","영업/정상","0000","정상","","","","","03180677570","88.24","","경기도 수원시 권선구 곡반정동 532-5","경기도 수원시 권선구 곡반정로 155-1, 2층 (곡반정동)","16670","하늘동물병원","2023-05-23 14:05:01","I","2023-05-25 00:20:11","","202855.408478632","415540.425998597","동물병원","","000","0",
"6963","동물병원","02_03_01_P","5600000","560000001020230001","2023-05-25","","01","영업/정상","0000","정상","","","","","","34.96","","경기도 포천시 가산면 방축리 43-3","경기도 포천시 가산면 가산로 230","11168","한림동물병원","2023-05-25 13:38:51","I","2023-05-27 00:19:40","","215579.958751338","481989.771133993","동물병원","","000","0",
"6964","동물병원","02_03_01_P","4640000","464000001020230001","2023-05-24","","01","영업/정상","0000","정상","","","","","","","","전라북도 전주시 덕진구 호성동1가 836-4 남촌빌딩 A동","전라북도 전주시 덕진구 동부대로 877, 남촌빌딩 A동 2층 (호성동1가)","54902","패밀리 동물병원","2023-05-24 11:13:41","I","2023-05-27 00:19:40","","213343.678299992","262698.858853152","동물병원","","000","0",
"6965","동물병원","02_03_01_P","3140000","314000001020230003","2023-05-26","","01","영업/정상","0000","정상","","","","","","54","","서울특별시 양천구 목동 917-6 중소기업유통센터(행복한백화점)","서울특별시 양천구 목동동로 309, 중소기업유통센터(행복한백화점) 지하2층 (목동)","07997","펫사랑동물병원","2023-05-26 16:20:37","I","2023-05-28 00:19:40","","188977.171050288","447466.355031447","동물병원","","000","0",
